Date,Description,Amount
2023-09-16,Point Of Sale Withdrawal OFFICE DEPOT #4 4501 W BRAKER LN   AUSTIN         TXUS,3.25
2023-09-08,ATM Withdrawal FROST 1206 WEST 38TH STE AUSTIN         TXUS,83.0
2023-09-08,Withdrawal Internet Transfer to *0100 SAV,80.0
2023-08-31,Point Of Sale Withdrawal  SMOKE N CHILL#3    AUSTIN         TXUS,16.23
2023-08-29,Point Of Sale Withdrawal TREK BICYCLE RE 10947 RESEARCH BLVDAUSTIN         TXUS,386.39
2023-08-25,Point Of Sale Withdrawal SPOTIFY 4 WORLD TRACE CENTE8777781161     NYUS,11.9
2023-08-21,ATM Withdrawal CVS STORE #0-S 2900 W ANDERSON LN AUSTIN         TXUS,83.0
2023-08-18,Withdrawal advance return,20.0
2023-08-17,Point Of Sale Withdrawal WHATABURGER 201 1805 N HWY 35      ROCKPORT       TXUS,11.77
2023-08-16,Point Of Sale Withdrawal CKE*JJ CAFE ROC 1820 COLORADO AVE.RROCKPORT       TXUS,23.5
2023-08-12,Point Of Sale Withdrawal  ACADEMY SPORTS &amp;amp; OUAUSTIN         TXUS,71.89
2023-08-11,Point Of Sale Withdrawal SQUARESPACE INC 225 Varick St      NEW YORK       NYUS,163.74
2023-08-10,Point Of Sale Withdrawal SQUARESPACE INC 225 Varick St      NEW YORK       NYUS,20.0
2023-08-10,External Withdrawal VENMO  - PAYMENT,300.0
2023-07-31,Point Of Sale Withdrawal  COSTCO WHSE #07    SAN LUIS OBIS  CAUS,60.86
2023-07-31,Point Of Sale Withdrawal  SHELL SERVICE S    MORRO BAY      CAUS,120.0
2023-07-24,ATM Withdrawal CLAIM JUMPER-28 17586 HIGHWAY 120  BIG OAK FLAT   CAUS,202.0
2023-07-24,Point Of Sale Withdrawal SpotifyAB 150 Greenwich St   New York       NYUS,10.81
2023-07-21,Point Of Sale Withdrawal  WHOLEFDS  FLOWER HIDEL MAR        CAUS,4.57
2023-07-20,ATM Withdrawal CHASE 105 N EL CAMINO REAENCINITAS      CAUS,303.5
2023-07-17,Point Of Sale Withdrawal CHATGPT SUBSCRI 548 Market StreetPMSAN FRANCISCO  CAUS,21.28
2023-07-17,Point Of Sale Withdrawal GOOGLE *Google 1600 AMPHITHEATRE P855-836-3987   CAUS,21.31
2023-07-15,Point Of Sale Withdrawal PESCADERO ALLIA 1999 STAGE ROAD    PESCADERO      CAUS,40.0
2023-07-13,Point Of Sale Withdrawal STOP N BUY 459 W TEFFT ST     NIPOMO         CAUS,78.19
2023-07-11,ATM Withdrawal NOT AVAILABLE 1975 Soquel Dr     Santa Cruz     CAUS,103.0
2023-07-07,Point Of Sale Withdrawal CSF* RTIC BYQO 3900 Peek Rd       KATY           TXUS,176.71
2023-07-05,Point Of Sale Withdrawal LYFT   CANCEL F 185 BERRY ST STE 508558659553     CAUS,5.0
2023-07-03,Withdrawal July rent,1205.63
2023-06-30,Point Of Sale Withdrawal KINGS BEACH SRA 8340 N LAKE BLVD   KINGS BEACH    CAUS,3.0
2023-06-29,Point Of Sale Withdrawal AMERICAN MARKET 705 S EMPIRE BLVD  COOS BAY       ORUS,32.19
2023-06-28,Check,20.0
2023-06-27,Point Of Sale Withdrawal ESPRESSO MILL &amp;amp; 520 S EMPIRE BLVD  COOSBAY        ORUS,3.89
2023-06-27,Point Of Sale Withdrawal COOS COUNTY PAR 250 N BAXTER ST    COQUILLE       ORUS,72.27
2023-06-26,Point Of Sale Withdrawal COOS COUNTY PAR 250 N BAXTER ST    COQUILLE       ORUS,24.09
2023-06-26,Point Of Sale Withdrawal LOLO PASS 1616 E BURNSIDE ST PORTLAND       ORUS,3.0
2023-06-26,Point Of Sale Withdrawal SHELL OIL 57442 1064 EVANS BLVD    COOS BAY       ORUS,20.0
2023-06-26,Point Of Sale Withdrawal PILOT 12334 EHLEN ROAD   AURORA         ORUS,60.0
2023-06-26,Point Of Sale Withdrawal MCKAY'S MARKET 130 N CAMMAN       COOS BAY       ORUS,38.33
2023-06-26,Point Of Sale Withdrawal SPOTIFY 4 WORLD TRACE CENTE8777781161     NYUS,10.81
2023-06-24,Point Of Sale Withdrawal  SAFEWAY #1556      COOS BAY       ORUS,33.55
2023-06-24,Point Of Sale Withdrawal SQ *PAIRINGS PO 455 NE 24th Avenue Portland       ORUS,18.0
2023-06-24,Point Of Sale Withdrawal WWW.LOLOPASSPDX 1616 E. Burnside StPORTLAND       ORUS,57.4
2023-06-24,Point Of Sale Withdrawal WWW.LOLOPASSPDX 1616 E. Burnside StPORTLAND       ORUS,5.0
2023-06-24,Point Of Sale Withdrawal OR PARKS AND RE 2501 SW 1ST AVE STEPORTLAND       ORUS,23.0
2023-06-23,Point Of Sale Withdrawal  SHELL SERVICE S    PORTLAND       ORUS,20.0
2023-06-23,Point Of Sale Withdrawal MILLS ACE HARDW 4910 SE HIGHWAY 101LINCOLN CITY   ORUS,7.99
2023-06-23,Point Of Sale Withdrawal LINCOLN CITY SU 4792 SE HIGHWAY 101LINCOLN CITY   ORUS,75.0
2023-06-23,External Withdrawal VENMO  - PAYMENT,300.0
2023-06-23,Point Of Sale Withdrawal CAFFE CAPRI 2242 E GOWEN RD    BOISE          IDUS,10.44
2023-06-23,"Point Of Sale Withdrawal WWW.HOSTELWORLD Floor 3, CharlemontDUBLIN         IEIE",6.97
2023-06-23,Point Of Sale Withdrawal SQ *ARCH ROCK C 335 Williams AvenueDepoe Bay      ORUS,5.0
2023-06-23,Point Of Sale Withdrawal BURNS MARKET 19 W MONROE ST     BURNES         ORUS,72.81
2023-06-22,Point Of Sale Withdrawal SQ *ARCH ROCK C 335 Williams AvenueDepoe Bay      ORUS,12.64
2023-06-22,Point Of Sale Withdrawal CHEVRON 02037 466 NE HWY 101     DEPOE BAY      ORUS,20.22
2023-06-22,Point Of Sale Withdrawal PICNIC 1110 MAPLE WAY STE JACKSON        WYUS,23.16
2023-06-22,Point Of Sale Withdrawal SQ *TOASTY 536 NW Arizona Ave BEND           ORUS,16.68
2023-06-22,Point Of Sale Withdrawal SQ *THE PODSKI 536 NW Arizona Ave Bend           ORUS,8.0
2023-06-22,Point Of Sale Withdrawal TRAVEL STOP 216 274 N HIGHWAY 25   DECLO          IDUS,3.49
2023-06-21,Point Of Sale Withdrawal  VALE SINCLAIR      VALE           ORUS,20.0
2023-06-21,Point Of Sale Withdrawal  VALE SINCLAIR      VALE           ORUS,0.2
2023-06-20,Point Of Sale Withdrawal TRAVEL STOP 216 274 ID-25          DECLO          IDUS,86.19
2023-06-20,Point Of Sale Withdrawal SQ *R BAKERY 120 South Main StreRandolph       UTUS,2.95
2023-06-20,Point Of Sale Withdrawal CREEKSIDE MARKE 545 NORTH CACHE STRJACKSON        WYUS,30.5
2023-06-20,Point Of Sale Withdrawal FLYING J #76 10501 US HWY 30    COKEVILLE      WYUS,70.0
2023-06-20,Point Of Sale Withdrawal 7-ELEVEN FOOD S 1723 SIDEWINDER DRIPARK CITY      UTUS,4.35
2023-06-20,Point Of Sale Withdrawal  MARKET AT PARK     PARK CITY      UTUS,21.97
2023-06-17,Point Of Sale Withdrawal PC PHO 1890 Bonanza Dr    PARK CITY      UTUS,22.9
2023-06-17,Point Of Sale Withdrawal CHATGPT SUBSCRI 548 Market StreetPMSAN FRANCISCO  CAUS,21.28
2023-06-17,Point Of Sale Withdrawal GANDOLFOS NEW Y 362 E State Rd     AMERICAN FORK  UTUS,17.5
2023-06-16,Point Of Sale Withdrawal  MARKET AT PARK     PARK CITY      UTUS,27.19
2023-06-16,Point Of Sale Withdrawal  RIDLEY'S FAMILY    MIDWAY         UTUS,9.87
2023-06-14,Point Of Sale Withdrawal  SMITHS FO 3500 BENGSALT LAKE CIT  UTUS,11.94
2023-06-14,Point Of Sale Withdrawal  SMITHS-FU 3470 E. 7SALT LAKE CIT  UTUS,40.06
2023-06-14,Point Of Sale Withdrawal 7-ELEVEN FOOD S 1723 SIDEWINDER DRIPARK CITY      UTUS,12.52
2023-06-14,Point Of Sale Withdrawal  MARKET AT PARK     PARK CITY      UTUS,30.83
2023-06-14,Point Of Sale Withdrawal JAVACOW CAFE 402 MAIN STREET    PARK CITY      UTUS,13.64
2023-06-14,Point Of Sale Withdrawal  RESORT RETAILER    PARK CITY      UTUS,20.55
2023-06-07,Withdrawal Internet Transfer to *2090 SAV,1350.0
2023-06-05,Point Of Sale Withdrawal  CHICK-FIL-A #02582 SALT LAKE CTY  UTUS,12.59
2023-06-03,Point Of Sale Withdrawal  LS PAGAN MOUNTAINEEMOAB           UTUS,3.81
2023-06-03,Point Of Sale Withdrawal  GOOD 2 GO 422      GREEN RIVER    UTUS,74.76
2023-06-03,Point Of Sale Withdrawal  SQ *MOAB COFFEE ROAMoab           UTUS,5.49
2023-06-03,Point Of Sale Withdrawal  CITY-MARK 4250 S. MMOAB           UTUS,8.23
2023-06-02,Point Of Sale Withdrawal  SQ *TACOS MI PREFERMoab           UTUS,3.26
2023-06-02,Point Of Sale Withdrawal  SQ *TACOS MI PREFERMoab           UTUS,14.15
2023-06-02,Point Of Sale Withdrawal  SQ *TACOS MI PREFERMoab           UTUS,9.48
2023-06-02,Point Of Sale Withdrawal  MAVERIK #238       MOAB           UTUS,7.4
2023-06-02,Point Of Sale Withdrawal  CITY-MARK 4250 S. MMOAB           UTUS,29.61
2023-06-02,Point Of Sale Withdrawal  SQ *WILD WEST VOYAGMoab           UTUS,9.79
2023-05-31,Point Of Sale Withdrawal  MAVERIK #341       MOAB           UTUS,25.19
2023-05-31,Point Of Sale Withdrawal  BAKED IN TELLURIDE TELLURIDE      COUS,6.34
2023-05-30,Point Of Sale Withdrawal  VILLAGE COFFEE SHOPBOULDER        COUS,19.95
2023-05-30,Point Of Sale Withdrawal  EINSTEIN BROS BAGELBOULDER        COUS,13.79
2023-05-30,Point Of Sale Withdrawal  CENTERVILLE PIT STONATHROP        COUS,49.44
2023-05-30,Point Of Sale Withdrawal  KING SOOP 1650 30THBOULDER        COUS,230.35
2023-05-27,Point Of Sale Withdrawal  ROSE HILL WINE AND BOULDER        COUS,23.39
2023-05-27,Point Of Sale Withdrawal  SQUATCH STORE      IDAHO SPRINGS  COUS,11.07
2023-05-26,Point Of Sale Withdrawal  CHIPOTLE 0894      BOULDER        COUS,9.66
2023-05-25,Point Of Sale Withdrawal  MCGUCKIN HARDWARE  BOULDER        COUS,241.99
2023-05-25,Point Of Sale Withdrawal  GOODWILL BOULDER STBOULDER        COUS,14.0
2023-05-25,Point Of Sale Withdrawal  SPOTIFY            8777781161     NYUS,10.81
2023-05-25,Point Of Sale Withdrawal  DELI ZONE ON THE HIBOULDER        COUS,9.76
2023-05-24,Point Of Sale Withdrawal  BOULDER S BOULDER SBOULDER        COUS,10.5
2023-05-24,External Withdrawal VENMO  - PAYMENT,34.0
2023-05-23,Withdrawal Internet Transfer to *1810 SAV,400.0
2023-05-23,Point Of Sale Withdrawal  HALF FAST SUBS     BOULDER        COUS,27.86
2023-05-23,Point Of Sale Withdrawal  TST* The Buff RestaBoulder        COUS,80.44
2023-05-23,Point Of Sale Withdrawal  SAFEWAY #2911      BOULDER        COUS,5.18
2023-05-22,Point Of Sale Withdrawal  MURPHY7492ATWAL    DENVER         COUS,55.99
2023-05-22,"Point Of Sale Withdrawal  BUFFS WASH2, LLC   BOULDER        COUS",12.75
2023-05-22,Point Of Sale Withdrawal  KING SOOP 1650 30THBOULDER        COUS,2.27
2023-05-22,ATM Withdrawal MAG RD CORP 4 1750 30TH STREET   Boulder        COUS,18.0
2023-05-20,Point Of Sale Withdrawal LOVE'S #517 748 22 ROAD        GRAND JUNCTIO  COUS,30.99
2023-05-20,Point Of Sale Withdrawal PAPA JOE'S GAS 20 E HWY 50        MOAB           UTUS,9.46
2023-05-19,Point Of Sale Withdrawal  MOAB DINER         MOAB           UTUS,6.87
2023-05-18,Point Of Sale Withdrawal  MAVERIK #341       MOAB           UTUS,4.64
2023-05-18,Point Of Sale Withdrawal  WALKER DRUG        MOAB           UTUS,29.29
2023-05-17,Point Of Sale Withdrawal  P&amp;amp;D ACE HDWE       GREEN RIVER    UTUS,20.75
2023-05-17,Point Of Sale Withdrawal  CHATGPT SUBSCRIPTIOSAN FRANCISCO  CAUS,21.28
2023-05-16,Point Of Sale Withdrawal  MELON VINE FOOD    GREEN RIVER    UTUS,54.26
2023-05-16,External Withdrawal UNIV OF CO BLDR ECHECK DEPOSIT - CU BOULDER,37.89
2023-05-16,Point Of Sale Withdrawal  BUFFALO WILD WINGS GRAND JCT      COUS,23.63
2023-05-15,Point Of Sale Withdrawal  MCGUCKIN HARDWARE  BOULDER        COUS,52.28
2023-05-15,Point Of Sale Withdrawal  BOULDER SPORTS RECYBOULDER        COUS,50.39
2023-05-15,Point Of Sale Withdrawal  45 TORCHYS BOULDERBOULDER        COUS,14.87
2023-05-15,Point Of Sale Withdrawal  45 TORCHYS BOULDERBOULDER        COUS,13.01
2023-05-15,Point Of Sale Withdrawal BOULDER GAS 27 2700 BASELINE RD   BOULDER        COUS,64.91
2023-05-11,Point Of Sale Withdrawal  MCGUCKIN HARDWARE  BOULDER        COUS,144.0
2023-05-05,Withdrawal Internet Transfer to *2090 SAV,1330.0
2023-05-05,Withdrawal return overdraft,613.0
2023-05-02,Point Of Sale Withdrawal  TST* ILLEGAL PETE'SBOULDER        COUS,12.93
2023-05-02,External Withdrawal VENMO  - PAYMENT,850.0
2023-05-02,Point Of Sale Withdrawal  SQ *LAUGHING GOAT ABoulder        COUS,4.5
2023-05-02,Point Of Sale Withdrawal  SNARFS BURGER ARAPABOULDER        COUS,22.17
2023-05-01,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WOBOULDER        COUS,18.52
2023-04-29,Point Of Sale Withdrawal  CONOCO - 7-ELEVEN 3GOLDEN         COUS,35.56
2023-04-29,Point Of Sale Withdrawal  WALGREENS 1111 BROABOULDER        COUS,17.39
2023-04-29,Point Of Sale Withdrawal  DELI ZONE ON THE HIBOULDER        COUS,9.66
2023-04-27,Point Of Sale Withdrawal  TST* PECKISH       BOULDER        COUS,0.27
2023-04-27,Point Of Sale Withdrawal  TST* PECKISH       BOULDER        COUS,17.58
2023-04-25,Point Of Sale Withdrawal  SPOTIFY            8777781161     NYUS,10.81
2023-04-24,Point Of Sale Withdrawal  HALF FAST SUBS     BOULDER        COUS,10.24
2023-04-22,Point Of Sale Withdrawal  RAKKAN RAMEN       BOULDER        COUS,63.43
2023-04-21,Point Of Sale Withdrawal  KING SOOP 1650 30THBOULDER        COUS,8.3
2023-04-20,Point Of Sale Withdrawal NNT BASELINE LI 2750 BASELINE RD   BOULDER        COUS,27.95
2023-04-19,Point Of Sale Withdrawal  KING SOOP 600 SOUTHBOULDER        COUS,20.03
2023-04-17,Point Of Sale Withdrawal  DELI ZONE ON THE HIBOULDER        COUS,9.36
2023-04-17,Point Of Sale Withdrawal  CHATGPT SUBSCRIPTIOSAN FRANCISCO  CAUS,21.28
2023-04-17,Point Of Sale Withdrawal  YOGA POD BOULDER   303-4444232    COUS,40.0
2023-04-17,Point Of Sale Withdrawal  MCGUCKIN HARDWARE  BOULDER        COUS,25.07
2023-04-17,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WOBOULDER        COUS,27.24
2023-04-14,Point Of Sale Withdrawal  TARGET T- 2800 PearBoulder        COUS,18.53
2023-04-13,Point Of Sale Withdrawal  GASAMAT/SMKRFRNDLY NEDERLAND      COUS,14.85
2023-04-13,Point Of Sale Withdrawal  HALF FAST SUBS     BOULDER        COUS,18.57
2023-04-13,Point Of Sale Withdrawal  DELI ZONE ON THE HIBOULDER        COUS,8.63
2023-04-12,Point Of Sale Withdrawal  IN N OUT BURGER 376BROOMFIELD     COUS,10.3
2023-04-11,Point Of Sale Withdrawal  MCGUCKIN HARDWARE  BOULDER        COUS,27.24
2023-04-10,Point Of Sale Withdrawal  LOVELAND SKI AREA FGEORGETOWN     COUS,2.9
2023-04-10,Point Of Sale Withdrawal  LOVELAND SKI AREA FGEORGETOWN     COUS,21.5
2023-04-10,Point Of Sale Withdrawal  LOVELAND SKI AREA TGEORGETOWN     COUS,2.5
2023-04-08,Point Of Sale Withdrawal  224PEPSIVEN91476786DENVER         COUS,3.75
2023-04-06,Point Of Sale Withdrawal  KING SOOP 1650 30THBOULDER        COUS,43.22
2023-04-06,Withdrawal Internet Transfer to *2090 SAV,700.0
2023-04-04,Point Of Sale Withdrawal  CAFE PLAYERS LIBERIGUANACASTE     CRCR,18.65
2023-04-04,Point Of Sale Withdrawal  PACIFICO           GUANACASTE     CRCR,5.57
2023-04-04,Point Of Sale Withdrawal  PACIFICO           GUANACASTE     CRCR,8.35
2023-04-04,Point Of Sale Withdrawal  GESSA SC TAMARINDO GUANACASTE     CRCR,1.07
2023-04-03,IAT Withdrawal IAT PAYPAL  1026195016416  MARCO SUAREZ REDONDO,65.0
2023-04-03,ATM Withdrawal CREDOMATIC   CR GUA-SUC TAMARINDO 2COSTA RICA     CRCR,104.95
2023-04-03,Point Of Sale Withdrawal  CHA CAFE           GUANACASTE     CRCR,42.8
2023-04-03,Point Of Sale Withdrawal  BREAKFAST GRINDS   GUANACASTE     CRCR,18.22
2023-04-03,Point Of Sale Withdrawal  ROCA BRUJA         LIBERIA        CRCR,40.62
2023-04-03,Point Of Sale Withdrawal  PAYPAL *LALEONATOUR4029357733     CAUS,140.4
2023-04-01,Point Of Sale Withdrawal  JARDIN FOOD TRUCK PSANTA CRUZ     CRCR,8.0
2023-03-31,Point Of Sale Withdrawal  PACIFICO           GUANACASTE     CRCR,3.69
2023-03-30,Point Of Sale Withdrawal  HOTEL TAMARINDO DIRGUANACASTE     CRCR,17.42
2023-03-30,Point Of Sale Withdrawal  SUPER PURA VIDA    GUANACASTE     CRCR,37.28
2023-03-30,Point Of Sale Withdrawal  SUPER PURA VIDA    GUANACASTE     CRCR,17.5
2023-03-29,Point Of Sale Withdrawal  TAMARINDO BACKPACHEGUANACASTE     CRCR,154.71
2023-03-29,Point Of Sale Withdrawal  AUSTIN AIRPORT-F&amp;B AUSTIN         TXUS,15.42
2023-03-28,Point Of Sale Withdrawal  JACK &amp; GINGER'S IRIAUSTIN         TXUS,8.75
2023-03-28,Point Of Sale Withdrawal  JACK &amp; GINGER'S IRIAUSTIN         TXUS,16.0
2023-03-27,Point Of Sale Withdrawal  HAT CREEK BURGERS-DAUSTIN         TXUS,9.3
2023-03-27,Point Of Sale Withdrawal  IRON CACTUS MEXICANAUSTIN         TXUS,125.01
2023-03-25,Point Of Sale Withdrawal  SKY MARKET CENTER CDENVER         COUS,3.51
2023-03-25,Point Of Sale Withdrawal  SPOTIFY            8777781161     NYUS,10.81
2023-03-23,Point Of Sale Withdrawal  WWW.HOSTELWORLD.COMDUBLIN         IEIE,27.37
2023-03-22,Point Of Sale Withdrawal  HALF FAST SUBS     BOULDER        COUS,27.35
2023-03-21,Point Of Sale Withdrawal  VILLAGE COFFEE SHOPBOULDER        COUS,67.5
2023-03-20,Point Of Sale Withdrawal  #5700 EVERYDAY STORBOULDER        COUS,71.09
2023-03-20,Point Of Sale Withdrawal  HALF FAST SUBS     BOULDER        COUS,28.23
2023-03-18,Point Of Sale Withdrawal  SQ *LOLITA'S MARKETBoulder        COUS,2.06
2023-03-17,Point Of Sale Withdrawal  ROSE HILL WINE AND BOULDER        COUS,27.2
2023-03-17,Point Of Sale Withdrawal  BASELINE LIQUOR    BOULDER        COUS,24.6
2023-03-17,Point Of Sale Withdrawal  CHATGPT SUBSCRIPTIOSAN FRANCISCO  CAUS,21.28
2023-03-16,Withdrawal allowance saving,300.0
2023-03-14,Point Of Sale Withdrawal NNT BASELINE LI 2750 BASELINE RD   BOULDER        COUS,40.24
2023-03-14,Point Of Sale Withdrawal  CANTEEN VENDING    DENVER         COUS,4.0
2023-03-13,Point Of Sale Withdrawal  DELI ZONE ON THE HIBOULDER        COUS,15.71
2023-03-13,Point Of Sale Withdrawal  CAFE MEXICALI      BOULDER        COUS,14.04
2023-03-13,Point Of Sale Withdrawal  SUNSPOT CAFETERIA  WINTER PARK    COUS,10.16
2023-03-13,Point Of Sale Withdrawal  CLUB CAR           WINTER PARK    COUS,11.29
2023-03-13,Point Of Sale Withdrawal  BASELINE LIQUOR    BOULDER        COUS,38.02
2023-03-11,Point Of Sale Withdrawal  RIO GRANDE MEXICAN BOULDER        COUS,6.55
2023-03-11,Point Of Sale Withdrawal  BOULDER SUNDOWN SALBOULDER        COUS,22.5
2023-03-10,Point Of Sale Withdrawal  INTRAMURAL-CU REC C3034921214     COUS,25.0
2023-03-09,Withdrawal mmmmm rio,150.0
2023-03-09,Point Of Sale Withdrawal  SQ *VIOLET PEAK    Boulder        COUS,5.4
2023-03-07,Point Of Sale Withdrawal  HALF FAST SUBS     BOULDER        COUS,19.42
2023-03-07,Point Of Sale Withdrawal  HALF FAST SUBS     BOULDER        COUS,8.92
2023-03-06,Point Of Sale Withdrawal  TST* ILLEGAL PETE'SBOULDER        COUS,9.0
2023-03-06,ATM Withdrawal MAG RD CORP 1750 30TH STREET   Boulder        COUS,23.0
2023-03-03,Point Of Sale Withdrawal  BOULDER COUNTY COURBOULDER        COUS,139.5
2023-03-01,Point Of Sale Withdrawal  CU BOULDER STUDENT 303-492-6813   COUS,30.0
2023-02-28,Point Of Sale Withdrawal  KING SOOP 1650 30THBOULDER        COUS,248.32
2023-02-28,Point Of Sale Withdrawal  SQ *LAUGHING GOAT ABoulder        COUS,9.0
2023-02-28,Point Of Sale Withdrawal  DELI ZONE ON THE HIBOULDER        COUS,10.32
2023-02-27,Point Of Sale Withdrawal  CAFE MEXICALI      BOULDER        COUS,14.04
2023-02-27,Point Of Sale Withdrawal  RIO GRANDE MEXICAN BOULDER        COUS,6.55
2023-02-27,Point Of Sale Withdrawal NNT BASELINE LI 2750 BASELINE RD   BOULDER        COUS,20.12
2023-02-25,Point Of Sale Withdrawal  CITY OF BOULDER-POLBOULDER        COUS,5.0
2023-02-25,Point Of Sale Withdrawal  DELI ZONE ON THE HIBOULDER        COUS,12.93
2023-02-25,Point Of Sale Withdrawal  SPOTIFY            8777781161     NYUS,10.81
2023-02-24,Point Of Sale Withdrawal  GASAMAT/SMKRFRNDLY NEDERLAND      COUS,21.1
2023-02-23,Point Of Sale Withdrawal  FARRAND MARKET     BOULDER        COUS,5.45
2023-02-22,Point Of Sale Withdrawal  HALF FAST SUBS     BOULDER        COUS,20.21
2023-02-21,Point Of Sale Withdrawal  THE BARBER JOINT   NEW YORK       NYUS,42.0
2023-02-21,Withdrawal deposit,300.0
2023-02-21,Point Of Sale Withdrawal  TST* BOHEMIAN BIERGBOULDER        COUS,46.77
2023-02-21,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WOBOULDER        COUS,28.31
2023-02-17,Withdrawal Internet Transfer to 5000000611810 SAV,116.0
2023-02-16,Point Of Sale Withdrawal  GASAMAT/SMKRFRNDLY NEDERLAND      COUS,20.01
2023-02-16,Point Of Sale Withdrawal  DELI ZONE ON THE HIBOULDER        COUS,10.41
2023-02-15,Point Of Sale Withdrawal  KING SOOP 1650 30THBOULDER        COUS,7.62
2023-02-13,Point Of Sale Withdrawal  POWERSTOP          GUNNISON       COUS,16.1
2023-02-13,Point Of Sale Withdrawal  SHELL OIL 128220730FAIRPLAY       COUS,1.3
2023-02-13,Point Of Sale Withdrawal  SAFEWAY #0617      GUNNISON       COUS,27.15
2023-02-11,Point Of Sale Withdrawal  PLAYITAGAINSP #1153BOULDER        COUS,43.52
2023-02-11,Point Of Sale Withdrawal  RIO GRANDE MEXICAN BOULDER        COUS,6.55
2023-02-11,Point Of Sale Withdrawal  NEPTUNE MOUNTAINEERBOULDER        COUS,43.55
2023-02-06,Withdrawal Transfer To 5000000611810 SAV,25.0
2023-02-06,Point Of Sale Withdrawal  CLUB CAR           WINTER PARK    COUS,5.36
2023-02-03,Point Of Sale Withdrawal  Terrapin C1795 FolsBoulder        COUS,59.14
2023-02-02,Point Of Sale Withdrawal  KING SOOP 1650 30THBOULDER        COUS,243.26
2023-02-02,Point Of Sale Withdrawal  KING SOOP 3005 ARAPBOULDER        COUS,74.83
2023-02-02,Point Of Sale Withdrawal  TST* ILLEGAL PETE'SBOULDER        COUS,10.89
2023-02-02,External Withdrawal VENMO  - PAYMENT,100.0
2023-01-31,Point Of Sale Withdrawal  SQ *MOE'S BROADWAY Boulder        COUS,11.56
2023-01-30,Withdrawal un ahhh fuck,120.0
2023-01-30,Point Of Sale Withdrawal  DOWNIEVILLE FUEL STDUMONT         COUS,6.99
2023-01-30,Point Of Sale Withdrawal  BACKGROUNDCHECK.CO 877-202-0416   CAUS,68.22
2023-01-30,Point Of Sale Withdrawal  SQ *JACK'S SLOPESIDCopper Mounta  COUS,55.06
2023-01-28,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WOBOULDER        COUS,39.21
2023-01-28,Point Of Sale Withdrawal  WWW.HBWOODSONGS.COMBOULDER        COUS,349.98
2023-01-27,Point Of Sale Withdrawal  BACKGROUNDCHECK.CO 877-202-0416   CAUS,1.0
2023-01-26,Withdrawal steamboat airbnb refund,724.0
2023-01-25,Point Of Sale Withdrawal  SPOTIFY            8777781161     NYUS,10.81
2023-01-24,External Withdrawal UNIV OF CO BLDR ECHECK DEPOSIT - CU BOULDER,19914.17
2023-01-23,Point Of Sale Withdrawal  COSMOS PIZZA - BOULBOULDER        COUS,41.06
2023-01-23,Point Of Sale Withdrawal  SHELL OIL 574453686BOULDER        COUS,34.3
2023-01-23,Point Of Sale Withdrawal  SQ *WAFFLE CABIN MAWinter Park    COUS,7.0
2023-01-23,Point Of Sale Withdrawal  ARAMARK DENVER COLIDENVER         COUS,7.19
2023-01-21,Point Of Sale Withdrawal  BOULDER ROCK CLUB  BOULDER        COUS,175.0
2023-01-20,Point Of Sale Withdrawal  TST* The Corner    Boulder        COUS,12.06
2023-01-19,Point Of Sale Withdrawal  BASELINE LIQUOR    BOULDER        COUS,8.94
2023-01-18,Point Of Sale Withdrawal  TST* ILLEGAL PETE'SBOULDER        COUS,17.71
2023-01-18,Point Of Sale Withdrawal  TST* ILLEGAL PETE'SBOULDER        COUS,13.14
2023-01-17,"Point Of Sale Withdrawal  TEOS TACOS, LLC    BOULDER        COUS",6.24
2023-01-17,Point Of Sale Withdrawal  GRIZZLY ROSE       DENVER         COUS,25.0
2023-01-17,Point Of Sale Withdrawal  QDOBA 2322         STEAMBOAT SPR  COUS,13.71
2023-01-14,Point Of Sale Withdrawal  KING SOOP 3005 ARAPBOULDER        COUS,69.29
2023-01-14,Withdrawal tuition deposit,21157.54
2023-01-14,Point Of Sale Withdrawal  TIMBER TORCH REST  STEAMBOAT SPR  COUS,19.51
2023-01-12,Point Of Sale Withdrawal  DUNKIN #354320     SILVERTHORNE   COUS,9.46
2023-01-11,Point Of Sale Withdrawal  KING SOOP 600 SOUTHBOULDER        COUS,51.65
2023-01-11,Point Of Sale Withdrawal  THE DARK HORSE     BOULDER        COUS,8.0
2023-01-10,Point Of Sale Withdrawal  REI #44 BOULDER 178BOULDER        COUS,35.8
2023-01-10,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WOBOULDER        COUS,7.07
2023-01-09,Point Of Sale Withdrawal  BJ'S RESTAURANTS 53BOULDER        COUS,72.28
2023-01-09,Point Of Sale Withdrawal  CU STUDENT REC CENTBOULDER        COUS,25.0
2023-01-06,Point Of Sale Withdrawal  TACO BELL 030836   DUMONT         COUS,7.51
2023-01-05,Point Of Sale Withdrawal  RAKKAN RAMEN       BOULDER        COUS,25.0
2023-01-05,Point Of Sale Withdrawal  SQ *JACK'S SLOPESIDCopper Mounta  COUS,12.23
2023-01-05,Point Of Sale Withdrawal  SAFEWAY #2911      BOULDER        COUS,90.36
